pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category
200,85,ital_supr_l,1,2/1/2015,13:34:49,20.75,20.75,L,Supreme
201,85,the_greek_m,1,2/1/2015,13:34:49,16,16,M,Classic
202,86,hawaiian_l,1,2/1/2015,13:40:31,16.5,16.5,L,Classic
203,87,ital_cpcllo_m,1,2/1/2015,14:01:02,16,16,M,Classic
204,87,mexicana_m,1,2/1/2015,14:01:02,16,16,M,Veggie
205,87,spinach_supr_l,1,2/1/2015,14:01:02,20.75,20.75,L,Supreme
206,87,spinach_supr_s,1,2/1/2015,14:01:02,12.5,12.5,S,Supreme
207,88,five_cheese_l,1,2/1/2015,14:10:08,18.5,18.5,L,Veggie
208,89,soppressata_l,1,2/1/2015,14:30:19,20.75,20.75,L,Supreme
209,89,thai_ckn_l,1,2/1/2015,14:30:19,20.75,20.75,L,Chicken
210,90,sicilian_l,1,2/1/2015,15:08:48,20.25,20.25,L,Supreme
211,90,thai_ckn_s,1,2/1/2015,15:08:48,12.75,12.75,S,Chicken
212,91,bbq_ckn_l,2,2/1/2015,15:14:43,20.75,41.5,L,Chicken
213,91,ckn_pesto_s,1,2/1/2015,15:14:43,12.75,12.75,S,Chicken
214,91,pepperoni_s,1,2/1/2015,15:14:43,9.75,9.75,S,Classic
215,92,bbq_ckn_m,1,2/1/2015,15:17:02,16.75,16.75,M,Chicken
216,92,ital_supr_l,1,2/1/2015,15:17:02,20.75,20.75,L,Supreme
217,92,ital_supr_m,1,2/1/2015,15:17:02,16.5,16.5,M,Supreme
218,92,ital_veggie_s,1,2/1/2015,15:17:02,12.75,12.75,S,Veggie
219,92,pepperoni_m,1,2/1/2015,15:17:02,12.5,12.5,M,Classic
220,92,peppr_salami_m,1,2/1/2015,15:17:02,16.5,16.5,M,Supreme
221,92,spinach_fet_s,1,2/1/2015,15:17:02,12,12,S,Veggie
222,92,spinach_supr_s,1,2/1/2015,15:17:02,12.5,12.5,S,Supreme
223,92,the_greek_m,2,2/1/2015,15:17:02,16,32,M,Classic
224,93,sicilian_m,1,2/1/2015,15:29:31,16.25,16.25,M,Supreme
225,94,ital_cpcllo_m,1,2/1/2015,16:17:16,16,16,M,Classic
226,94,southw_ckn_s,1,2/1/2015,16:17:16,12.75,12.75,S,Chicken
227,95,napolitana_s,1,2/1/2015,16:18:04,12,12,S,Classic
228,95,peppr_salami_l,1,2/1/2015,16:18:04,20.75,20.75,L,Supreme
229,96,napolitana_s,1,2/1/2015,16:21:20,12,12,S,Classic
230,97,big_meat_s,1,2/1/2015,16:45:33,12,12,S,Classic
231,98,classic_dlx_l,1,2/1/2015,17:18:18,20.5,20.5,L,Classic
232,98,napolitana_l,1,2/1/2015,17:18:18,20.5,20.5,L,Classic
233,99,ital_supr_l,1,2/1/2015,17:45:42,20.75,20.75,L,Supreme
234,100,hawaiian_l,1,2/1/2015,17:46:17,16.5,16.5,L,Classic
235,101,cali_ckn_l,1,2/1/2015,17:51:33,20.75,20.75,L,Chicken
236,101,pepperoni_l,1,2/1/2015,17:51:33,15.25,15.25,L,Classic
237,101,soppressata_l,1,2/1/2015,17:51:33,20.75,20.75,L,Supreme
238,101,spicy_ital_m,1,2/1/2015,17:51:33,16.5,16.5,M,Supreme
239,102,bbq_ckn_s,1,2/1/2015,17:54:04,12.75,12.75,S,Chicken
240,102,prsc_argla_s,1,2/1/2015,17:54:04,12.5,12.5,S,Supreme
241,103,spinach_supr_s,1,2/1/2015,18:02:09,12.5,12.5,S,Supreme
242,104,bbq_ckn_m,1,2/1/2015,18:02:12,16.75,16.75,M,Chicken
243,104,ckn_alfredo_m,1,2/1/2015,18:02:12,16.75,16.75,M,Chicken
244,104,ital_veggie_m,1,2/1/2015,18:02:12,16.75,16.75,M,Veggie
245,104,veggie_veg_l,1,2/1/2015,18:02:12,20.25,20.25,L,Veggie
246,105,hawaiian_s,2,2/1/2015,18:12:01,10.5,21,S,Classic
247,105,pepperoni_l,1,2/1/2015,18:12:01,15.25,15.25,L,Classic
248,105,prsc_argla_m,1,2/1/2015,18:12:01,16.5,16.5,M,Supreme
249,106,mexicana_l,1,2/1/2015,18:12:13,20.25,20.25,L,Veggie
250,106,spicy_ital_l,1,2/1/2015,18:12:13,20.75,20.75,L,Supreme
251,107,cali_ckn_l,1,2/1/2015,18:25:09,20.75,20.75,L,Chicken
252,107,ital_supr_m,1,2/1/2015,18:25:09,16.5,16.5,M,Supreme
253,107,spicy_ital_l,1,2/1/2015,18:25:09,20.75,20.75,L,Supreme
254,107,veggie_veg_l,1,2/1/2015,18:25:09,20.25,20.25,L,Veggie
255,108,classic_dlx_l,1,2/1/2015,18:25:25,20.5,20.5,L,Classic
256,108,hawaiian_l,1,2/1/2015,18:25:25,16.5,16.5,L,Classic
257,108,spinach_supr_l,1,2/1/2015,18:25:25,20.75,20.75,L,Supreme
258,109,ital_cpcllo_l,1,2/1/2015,18:27:50,20.5,20.5,L,Classic
259,109,ital_supr_l,1,2/1/2015,18:27:50,20.75,20.75,L,Supreme
260,109,pepperoni_m,1,2/1/2015,18:27:50,12.5,12.5,M,Classic
261,109,prsc_argla_l,1,2/1/2015,18:27:50,20.75,20.75,L,Supreme
262,110,big_meat_s,1,2/1/2015,18:36:19,12,12,S,Classic
263,110,napolitana_l,1,2/1/2015,18:36:19,20.5,20.5,L,Classic
264,110,soppressata_l,1,2/1/2015,18:36:19,20.75,20.75,L,Supreme
265,110,spicy_ital_s,1,2/1/2015,18:36:19,12.5,12.5,S,Supreme
266,111,cali_ckn_m,1,2/1/2015,18:38:01,16.75,16.75,M,Chicken
267,111,five_cheese_l,1,2/1/2015,18:38:01,18.5,18.5,L,Veggie
268,111,pepperoni_m,1,2/1/2015,18:38:01,12.5,12.5,M,Classic
269,111,spin_pesto_l,1,2/1/2015,18:38:01,20.75,20.75,L,Veggie
270,112,pepperoni_s,1,2/1/2015,18:41:40,9.75,9.75,S,Classic
271,113,cali_ckn_l,1,2/1/2015,18:50:21,20.75,20.75,L,Chicken
272,113,mexicana_l,1,2/1/2015,18:50:21,20.25,20.25,L,Veggie
273,113,southw_ckn_m,1,2/1/2015,18:50:21,16.75,16.75,M,Chicken
274,114,pepperoni_l,1,2/1/2015,18:59:32,15.25,15.25,L,Classic
275,114,sicilian_s,1,2/1/2015,18:59:32,12.25,12.25,S,Supreme
276,115,big_meat_s,1,2/1/2015,19:05:17,12,12,S,Classic
277,115,napolitana_l,1,2/1/2015,19:05:17,20.5,20.5,L,Classic
278,115,thai_ckn_m,1,2/1/2015,19:05:17,16.75,16.75,M,Chicken
279,116,five_cheese_l,1,2/1/2015,19:18:49,18.5,18.5,L,Veggie
280,117,peppr_salami_m,1,2/1/2015,19:23:02,16.5,16.5,M,Supreme
281,117,sicilian_l,1,2/1/2015,19:23:02,20.25,20.25,L,Supreme
282,118,prsc_argla_l,1,2/1/2015,19:26:59,20.75,20.75,L,Supreme
283,118,spinach_fet_s,1,2/1/2015,19:26:59,12,12,S,Veggie
284,119,four_cheese_m,1,2/1/2015,19:32:29,14.75,14.75,M,Veggie
285,120,classic_dlx_s,1,2/1/2015,19:35:07,12,12,S,Classic
286,120,hawaiian_s,1,2/1/2015,19:35:07,10.5,10.5,S,Classic
287,120,spinach_fet_l,1,2/1/2015,19:35:07,20.25,20.25,L,Veggie
288,121,bbq_ckn_m,1,2/1/2015,19:38:48,16.75,16.75,M,Chicken
289,121,four_cheese_l,1,2/1/2015,19:38:48,17.95,17.95,L,Veggie
290,121,sicilian_l,1,2/1/2015,19:38:48,20.25,20.25,L,Supreme
291,121,southw_ckn_l,1,2/1/2015,19:38:48,20.75,20.75,L,Chicken
292,122,ital_supr_m,1,2/1/2015,19:50:19,16.5,16.5,M,Supreme
293,123,ital_cpcllo_s,1,2/1/2015,20:12:09,12,12,S,Classic
294,124,bbq_ckn_s,1,2/1/2015,20:12:34,12.75,12.75,S,Chicken
295,124,sicilian_l,1,2/1/2015,20:12:34,20.25,20.25,L,Supreme
296,124,spicy_ital_l,1,2/1/2015,20:12:34,20.75,20.75,L,Supreme
297,124,the_greek_s,1,2/1/2015,20:12:34,12,12,S,Classic
298,125,the_greek_xl,1,2/1/2015,20:31:06,25.5,25.5,XL,Classic
299,126,veggie_veg_l,1,2/1/2015,20:53:42,20.25,20.25,L,Veggie
300,127,pepperoni_m,1,2/1/2015,20:58:23,12.5,12.5,M,Classic
301,128,spicy_ital_s,1,2/1/2015,21:05:06,12.5,12.5,S,Supreme
302,129,big_meat_s,1,2/1/2015,21:13:02,12,12,S,Classic
303,129,the_greek_m,1,2/1/2015,21:13:02,16,16,M,Classic
304,130,hawaiian_s,1,2/1/2015,21:14:55,10.5,10.5,S,Classic
305,130,ital_cpcllo_l,1,2/1/2015,21:14:55,20.5,20.5,L,Classic
306,130,mexicana_m,1,2/1/2015,21:14:55,16,16,M,Veggie
307,130,southw_ckn_s,1,2/1/2015,21:14:55,12.75,12.75,S,Chicken
308,131,ckn_pesto_l,1,2/1/2015,21:33:10,20.75,20.75,L,Chicken
309,131,five_cheese_l,1,2/1/2015,21:33:10,18.5,18.5,L,Veggie
310,131,green_garden_s,1,2/1/2015,21:33:10,12,12,S,Veggie
311,131,spinach_supr_s,1,2/1/2015,21:33:10,12.5,12.5,S,Supreme
312,132,pepperoni_s,1,2/1/2015,21:42:45,9.75,9.75,S,Classic
313,133,bbq_ckn_l,1,2/1/2015,22:00:17,20.75,20.75,L,Chicken
314,133,hawaiian_l,1,2/1/2015,22:00:17,16.5,16.5,L,Classic
315,133,the_greek_s,1,2/1/2015,22:00:17,12,12,S,Classic
316,134,big_meat_s,1,2/1/2015,22:13:24,12,12,S,Classic
317,134,southw_ckn_l,1,2/1/2015,22:13:24,20.75,20.75,L,Chicken
318,134,spinach_supr_s,1,2/1/2015,22:13:24,12.5,12.5,S,Supreme
319,135,veggie_veg_l,1,2/1/2015,22:29:34,20.25,20.25,L,Veggie
320,136,five_cheese_l,1,2/1/2015,22:32:49,18.5,18.5,L,Veggie
321,136,peppr_salami_s,1,2/1/2015,22:32:49,12.5,12.5,S,Supreme
322,137,mediterraneo_l,1,3/1/2015,11:34:10,20.25,20.25,L,Veggie
323,137,pepperoni_s,1,3/1/2015,11:34:10,9.75,9.75,S,Classic
324,137,spicy_ital_m,1,3/1/2015,11:34:10,16.5,16.5,M,Supreme
325,138,cali_ckn_m,1,3/1/2015,11:44:50,16.75,16.75,M,Chicken
326,138,four_cheese_l,1,3/1/2015,11:44:50,17.95,17.95,L,Veggie
327,138,ital_veggie_l,1,3/1/2015,11:44:50,21,21,L,Veggie
328,138,sicilian_m,1,3/1/2015,11:44:50,16.25,16.25,M,Supreme
329,139,five_cheese_l,1,3/1/2015,11:57:39,18.5,18.5,L,Veggie
330,140,prsc_argla_s,1,3/1/2015,12:26:44,12.5,12.5,S,Supreme
331,140,veggie_veg_m,1,3/1/2015,12:26:44,16,16,M,Veggie
332,141,classic_dlx_m,1,3/1/2015,13:16:01,16,16,M,Classic
333,142,green_garden_m,1,3/1/2015,13:33:59,16,16,M,Veggie
334,143,cali_ckn_s,1,3/1/2015,13:41:36,12.75,12.75,S,Chicken
335,143,classic_dlx_s,1,3/1/2015,13:41:36,12,12,S,Classic
